,price
9911,4.7725
9912,5.045
9913,5.045
9914,5.045
9915,5.045
9916,4.97
9917,4.97
9918,4.97
9919,4.97
9920,4.6375
9921,4.6375
9922,4.6375
9923,4.6375
9924,4.55
9925,4.55
9926,4.55
9927,4.55
9928,4.36125
9929,4.36125
9930,4.36125
9931,4.36125
9932,4.23375
9933,4.23375
9934,4.23375
9935,4.23375
9936,3.71875
9937,3.71875
9938,3.71875
9939,3.71875
9940,3.62125
9941,3.62125
9942,3.62125
9943,3.62125
9944,3.9075000000000006
9945,3.9075000000000006
9946,3.9075000000000006
9947,3.9075000000000006
9948,4.38
9949,4.38
9950,4.38
9951,4.38
9952,5.233749999999999
9953,5.233749999999999
9954,5.233749999999999
9955,5.233749999999999
9956,5.5875
9957,5.5875
9958,5.5875
9959,5.5875
9960,5.8425
9961,5.8425
9962,5.8425
9963,5.8425
9964,5.41
9965,5.41
9966,5.41
9967,5.41
9968,4.82375
9969,4.82375
9970,4.82375
9971,4.82375
9972,4.76375
9973,4.76375
9974,4.76375
9975,4.76375
9976,4.4475
9977,4.4475
9978,4.4475
9979,4.4475
9980,4.63875
9981,4.63875
9982,4.63875
9983,4.63875
9984,4.64625
9985,4.64625
9986,4.64625
9987,4.64625
9988,4.8625
9989,4.8625
9990,4.8625
9991,4.8625
9992,4.74875
9993,4.74875
9994,4.74875
9995,4.74875
9996,5.324999999999999
9997,5.324999999999999
9998,5.324999999999999
9999,5.324999999999999
10000,6.27875
10001,6.27875
10002,6.27875
10003,6.27875
10004,7.344999999999999
10005,7.344999999999999
10006,7.344999999999999
10007,7.344999999999999
10008,7.54125
10009,7.54125
10010,7.54125
10011,7.54125
10012,5.91125
10013,5.91125
10014,5.91125
10015,5.91125
10016,5.3775
10017,5.3775
10018,5.3775
10019,5.3775
10020,5.03
10021,5.03
10022,5.03
10023,5.03
10024,4.00625
10025,4.00625
10026,4.00625
10027,4.00625
10028,3.80375
10029,3.80375
10030,3.80375
10031,3.80375
10032,4.005
10033,4.005
10034,4.005
10035,4.005
10036,4.45875
10037,4.45875
10038,4.45875
10039,4.45875
10040,4.4475
10041,4.4475
10042,4.4475
10043,4.4475
10044,5.12
10045,5.12
10046,5.12
10047,5.12
10048,5.87625
10049,5.87625
10050,5.87625
10051,5.87625
10052,6.15875
10053,6.15875
10054,6.15875
10055,6.15875
10056,6.07
10057,6.07
10058,6.07
10059,6.07
10060,5.7125
10061,5.7125
10062,5.7125
10063,5.7125
10064,5.303750000000001
10065,5.303750000000001
10066,5.303750000000001
10067,5.303750000000001
10068,4.37125
10069,4.37125
10070,4.37125
10071,4.37125
10072,4.645
10073,4.645
10074,4.645
10075,4.645
10076,4.48125
10077,4.48125
10078,4.48125
10079,4.48125
10080,4.5825
10081,4.5825
10082,4.5825
10083,4.5825
10084,4.50375
10085,4.50375
10086,4.50375
10087,4.50375
10088,4.3825
10089,4.3825
10090,4.3825
10091,4.3825
10092,4.6775
10093,4.6775
10094,4.6775
10095,4.6775
10096,5.7775
10097,5.7775
10098,5.7775
10099,5.7775
10100,6.5075
10101,6.5075
10102,6.5075
10103,6.5075
10104,6.52625
10105,6.52625
10106,6.52625
10107,6.52625
10108,5.8275
10109,5.8275
10110,5.8275
10111,5.8275
10112,5.09
10113,5.09
10114,5.09
10115,5.09
10116,4.4625
10117,4.4625
10118,4.4625
10119,4.4625
10120,4.39375
10121,4.39375
10122,4.39375
10123,4.39375
10124,4.11875
10125,4.11875
10126,4.11875
10127,4.11875
10128,4.315
10129,4.315
10130,4.315
10131,4.315
10132,4.6275
10133,4.6275
10134,4.6275
10135,4.6275
10136,4.91
10137,4.91
10138,4.91
10139,4.91
10140,5.5625
10141,5.5625
10142,5.5625
10143,5.5625
10144,6.2175
10145,6.2175
10146,6.2175
10147,6.2175
10148,6.61875
10149,6.61875
10150,6.61875
10151,6.61875
10152,6.29
10153,6.29
10154,6.29
10155,6.29
10156,5.9925
10157,5.9925
10158,5.9925
10159,5.9925
10160,5.4875
10161,5.4875
10162,5.4875
10163,5.4875
10164,4.85
10165,4.85
10166,4.85
10167,4.85
10168,4.1875
10169,4.1875
10170,4.1875
10171,4.1875
10172,4.12375
10173,4.12375
10174,4.12375
10175,4.12375
10176,4.3775
10177,4.3775
10178,4.3775
10179,4.3775
10180,4.3775
10181,4.3775
10182,4.3775
10183,4.3775
10184,4.42
10185,4.42
10186,4.42
10187,4.42
10188,4.7425
10189,4.7425
10190,4.7425
10191,4.7425
10192,5.852500000000001
10193,5.852500000000001
10194,5.852500000000001
10195,5.852500000000001
10196,6.30375
10197,6.30375
10198,6.30375
10199,6.30375
10200,6.52875
10201,6.52875
10202,6.52875
10203,6.52875
10204,6.3
10205,6.3
10206,6.3
10207,6.3
10208,6.001250000000001
10209,6.001250000000001
10210,6.001250000000001
10211,6.001250000000001
10212,4.965
10213,4.965
10214,4.965
10215,4.965
10216,4.4575
10217,4.4575
10218,4.4575
10219,4.4575
10220,4.26125
10221,4.26125
10222,4.26125
10223,4.26125
10224,4.515
10225,4.515
10226,4.515
10227,4.515
10228,4.38125
10229,4.38125
10230,4.38125
10231,4.38125
10232,4.43625
10233,4.43625
10234,4.43625
10235,4.43625
10236,4.84125
10237,4.84125
10238,4.84125
10239,4.84125
10240,5.76125
10241,5.76125
10242,5.76125
10243,5.76125
10244,6.186249999999999
10245,6.186249999999999
10246,6.186249999999999
10247,6.186249999999999
10248,6.01125
10249,6.01125
10250,6.01125
10251,6.01125
10252,5.60375
10253,5.60375
10254,5.60375
10255,5.60375
10256,5.12875
10257,5.12875
10258,5.12875
10259,5.12875
10260,4.66125
10261,4.66125
10262,4.66125
10263,4.66125
10264,4.74125
10265,4.74125
10266,4.74125
10267,4.74125
10268,4.6625
10269,4.6625
10270,4.6625
10271,4.6625
10272,4.655
10273,4.655
10274,4.655
10275,4.655
10276,4.3775
10277,4.3775
10278,4.3775
10279,4.3775
10280,4.3825
10281,4.3825
10282,4.3825
10283,4.3825
10284,4.75875
10285,4.75875
10286,4.75875
10287,4.75875
10288,5.9775
10289,5.9775
10290,5.9775
10291,5.9775
10292,6.49375
10293,6.49375
10294,6.49375
10295,6.49375
10296,6.91375
10297,6.91375
10298,6.91375
10299,6.91375
10300,6.241250000000001
10301,6.241250000000001
10302,6.241250000000001
10303,6.241250000000001
10304,5.57125
10305,5.57125
10306,5.57125
10307,5.57125
10308,5.04875
10309,5.04875
10310,5.04875
10311,5.04875
10312,4.71375
10313,4.71375
10314,4.71375
10315,4.71375
10316,3.76625
10317,3.76625
10318,3.76625
10319,3.76625
10320,3.39
10321,3.39
10322,3.39
10323,3.39
10324,3.7675
10325,3.7675
10326,3.7675
10327,3.7675
10328,4.2675
10329,4.2675
10330,4.2675
10331,4.2675
10332,4.925
10333,4.925
10334,4.925
10335,4.925
10336,5.63625
10337,5.63625
10338,5.63625
10339,5.63625
10340,6.16375
10341,6.16375
10342,6.16375
10343,6.16375
10344,6.02375
10345,6.02375
10346,6.02375
10347,6.02375
10348,5.5287500000000005
10349,5.5287500000000005
10350,5.5287500000000005
10351,5.5287500000000005
10352,5.39875
10353,5.39875
10354,5.39875
10355,5.39875
10356,5.12
10357,5.12
10358,5.12
10359,5.12
10360,4.48625
10361,4.48625
10362,4.48625
10363,4.48625
10364,4.0675
10365,4.0675
10366,4.0675
10367,4.0675
10368,3.96375
10369,3.96375
10370,3.96375
10371,3.96375
10372,3.85875
10373,3.85875
10374,3.85875
10375,3.85875
10376,4.00875
10377,4.00875
10378,4.00875
10379,4.00875
10380,4.24875
10381,4.24875
10382,4.24875
10383,4.24875
10384,4.73875
10385,4.73875
10386,4.73875
10387,4.73875
10388,5.0625
10389,5.0625
10390,5.0625
10391,5.0625
10392,5.47875
10393,5.47875
10394,5.47875
10395,5.47875
10396,5.335
10397,5.335
10398,5.335
10399,5.335
10400,4.745
10401,4.745
10402,4.745
10403,4.745
10404,4.29
10405,4.29
10406,4.29
10407,4.29
10408,3.18375
10409,3.18375
10410,3.18375
10411,3.18375
10412,0.67
10413,0.67
10414,0.67
10415,0.67
10416,0.6275
10417,0.6275
10418,0.6275
10419,0.6275
10420,2.60625
10421,2.60625
10422,2.60625
10423,2.60625
10424,3.4350000000000005
10425,3.4350000000000005
10426,3.4350000000000005
10427,3.4350000000000005
10428,4.4125
10429,4.4125
10430,4.4125
10431,4.4125
10432,5.2425
10433,5.2425
10434,5.2425
10435,5.2425
10436,5.460000000000001
10437,5.460000000000001
10438,5.460000000000001
10439,5.460000000000001
10440,5.4
10441,5.4
10442,5.4
10443,5.4
10444,5.51125
10445,5.51125
10446,5.51125
10447,5.51125
10448,5.484999999999999
10449,5.484999999999999
10450,5.484999999999999
10451,5.484999999999999
10452,5.2025
10453,5.2025
10454,5.2025
10455,5.2025
10456,4.23375
10457,4.23375
10458,4.23375
10459,4.23375
10460,3.94625
10461,3.94625
10462,3.94625
10463,3.94625
10464,3.75
10465,3.75
10466,3.75
10467,3.75
10468,3.7524999999999995
10469,3.7524999999999995
10470,3.7524999999999995
10471,3.7524999999999995
10472,3.9375
10473,3.9375
10474,3.9375
10475,3.9375
10476,4.35875
10477,4.35875
10478,4.35875
10479,4.35875
10480,4.76875
10481,4.76875
10482,4.76875
10483,4.76875
10484,4.825
10485,4.825
10486,4.825
10487,4.825
10488,4.6675
10489,4.6675
10490,4.6675
10491,4.6675
10492,4.7125
10493,4.7125
10494,4.7125
10495,4.7125
10496,3.87875
10497,3.87875
10498,3.87875
10499,3.87875
10500,3.5475000000000003
10501,3.5475000000000003
10502,3.5475000000000003
10503,3.5475000000000003
10504,3.3637499999999996
10505,3.3637499999999996
10506,3.3637499999999996
10507,3.3637499999999996
10508,2.8500000000000005
10509,2.8500000000000005
10510,2.8500000000000005
10511,2.8500000000000005
10512,2.62875
10513,2.62875
10514,2.62875
10515,2.62875
10516,3.1175
10517,3.1175
10518,3.1175
10519,3.1175
10520,3.4925
10521,3.4925
10522,3.4925
10523,3.4925
10524,4.75375
10525,4.75375
10526,4.75375
10527,4.75375
10528,5.61375
10529,5.61375
10530,5.61375
10531,5.61375
10532,5.865
10533,5.865
10534,5.865
10535,5.865
10536,5.57625
10537,5.57625
10538,5.57625
10539,5.57625
10540,5.42625
10541,5.42625
10542,5.42625
10543,5.42625
10544,5.3125
10545,5.3125
10546,5.3125
10547,5.3125
10548,5.17125
10549,5.17125
10550,5.17125
10551,5.17125
10552,4.61875
10553,4.61875
10554,4.61875
10555,4.61875
10556,4.2525
10557,4.2525
10558,4.2525
10559,4.2525
10560,3.91125
10561,3.91125
10562,3.91125
10563,3.91125
10564,3.915
10565,3.915
10566,3.915
10567,3.915
10568,4.1525
10569,4.1525
10570,4.1525
10571,4.1525
10572,4.1375
10573,4.1375
10574,4.1375
10575,4.1375
10576,4.285
10577,4.285
10578,4.285
10579,4.285
10580,4.2525
10581,4.2525
10582,4.2525
10583,4.2525
10584,4.25
10585,4.25
10586,4.25
10587,4.25
10588,4.02875
10589,4.02875
10590,4.02875
10591,4.02875
10592,3.6375
10593,3.6375
10594,3.6375
10595,3.6375
10596,3.6312500000000005
10597,3.6312500000000005
10598,3.6312500000000005
10599,3.6312500000000005
10600,3.43375
10601,3.43375
10602,3.43375
10603,3.43375
10604,1.25
10605,1.25
10606,1.25
10607,1.25
10608,0.78375
10609,0.78375
10610,0.78375
10611,0.78375
10612,1.2125
10613,1.2125
10614,1.2125
10615,1.2125
10616,2.8
10617,2.8
10618,2.8
10619,2.8
10620,3.9849999999999994
10621,3.9849999999999994
10622,3.9849999999999994
10623,3.9849999999999994
10624,5.231250000000001
10625,5.231250000000001
10626,5.231250000000001
10627,5.231250000000001
10628,5.778749999999999
10629,5.778749999999999
10630,5.778749999999999
10631,5.778749999999999
10632,5.76
10633,5.76
10634,5.76
10635,5.76
10636,5.52
10637,5.52
10638,5.52
10639,5.52
10640,5.172499999999999
10641,5.172499999999999
10642,5.172499999999999
10643,5.172499999999999
10644,4.7925
10645,4.7925
10646,4.7925
10647,4.7925
10648,3.47375
10649,3.47375
10650,3.47375
10651,3.47375
10652,2.3975
10653,2.3975
10654,2.3975
10655,2.3975
10656,1.625
10657,1.625
10658,1.625
10659,1.625
10660,1.2512499999999998
10661,1.2512499999999998
10662,1.2512499999999998
10663,1.2512499999999998
10664,0.68875
10665,0.68875
10666,0.68875
10667,0.68875
10668,1.8525
10669,1.8525
10670,1.8525
10671,1.8525
10672,0.6425000000000001
10673,0.6425000000000001
10674,0.6425000000000001
10675,0.6425000000000001
10676,0.4325
10677,0.4325
10678,0.4325
10679,0.4325
10680,2.11625
10681,2.11625
10682,2.11625
10683,2.11625
10684,0.80625
10685,0.80625
10686,0.80625
10687,0.80625
10688,-0.6575
10689,-0.6575
10690,-0.6575
10691,-0.6575
10692,-6.86375
10693,-6.86375
10694,-6.86375
10695,-6.86375
10696,-7.76
10697,-7.76
10698,-7.76
10699,-7.76
10700,-9.66375
10701,-9.66375
10702,-9.66375
10703,-9.66375
10704,-10.37625
10705,-10.37625
10706,-10.37625
10707,-10.37625
10708,-9.99625
10709,-9.99625
10710,-9.99625
10711,-9.99625
10712,-8.59375
10713,-8.59375
10714,-8.59375
10715,-8.59375
10716,-5.383750000000001
10717,-5.383750000000001
10718,-5.383750000000001
10719,-5.383750000000001
10720,-0.04875
10721,-0.04875
10722,-0.04875
10723,-0.04875
10724,1.8825
10725,1.8825
10726,1.8825
10727,1.8825
10728,2.12875
10729,2.12875
10730,2.12875
10731,2.12875
10732,0.3725
10733,0.3725
10734,0.3725
10735,0.3725
10736,0.00375
10737,0.00375
10738,0.00375
10739,0.00375
10740,-2.35625
10741,-2.35625
10742,-2.35625
10743,-2.35625
10744,-0.21499999999999997
10745,-0.21499999999999997
10746,-0.21499999999999997
10747,-0.21499999999999997
10748,-0.8687500000000001
10749,-0.8687500000000001
10750,-0.8687500000000001
10751,-0.8687500000000001
10752,-1.205
10753,-1.205
10754,-1.205
10755,-1.205
10756,-1.37875
10757,-1.37875
10758,-1.37875
10759,-1.37875
10760,-1.195
10761,-1.195
10762,-1.195
10763,-1.195
10764,0.855
10765,0.855
10766,0.855
10767,0.855
10768,3.68125
10769,3.68125
10770,3.68125
10771,3.68125
10772,4.8525
10773,4.8525
10774,4.8525
10775,4.8525
10776,4.81625
10777,4.81625
10778,4.81625
10779,4.81625
10780,3.48875
10781,3.48875
10782,3.48875
10783,3.48875
10784,2.05875
10785,2.05875
10786,2.05875
10787,2.05875
10788,0.00375
10789,0.00375
10790,0.00375
10791,0.00375
10792,-1.2475
10793,-1.2475
10794,-1.2475
10795,-1.2475
10796,-1.24625
10797,-1.24625
10798,-1.24625
10799,-1.24625
10800,-0.56125
10801,-0.56125
10802,-0.56125
10803,-0.56125
10804,0.01625
10805,0.01625
10806,0.01625
10807,0.01625
10808,1.635
10809,1.635
10810,1.635
10811,1.635
10812,3.9449999999999994
10813,3.9449999999999994
10814,3.9449999999999994
10815,3.9449999999999994
10816,4.8225
10817,4.8225
10818,4.8225
10819,4.8225
10820,5.13875
10821,5.13875
10822,5.13875
10823,5.13875
10824,5.084999999999999
10825,5.084999999999999
10826,5.084999999999999
10827,5.084999999999999
10828,4.54625
10829,4.54625
10830,4.54625
10831,4.54625
10832,3.76125
10833,3.76125
10834,3.76125
10835,3.76125
10836,3.465
10837,3.465
10838,3.465
10839,3.465
10840,3.12125
10841,3.12125
10842,3.12125
10843,3.12125
10844,3.07125
10845,3.07125
10846,3.07125
10847,3.07125
10848,2.75875
10849,2.75875
10850,2.75875
10851,2.75875
10852,2.24375
10853,2.24375
10854,2.24375
10855,2.24375
10856,3.1262500000000006
10857,3.1262500000000006
10858,3.1262500000000006
10859,3.1262500000000006
10860,3.44125
10861,3.44125
10862,3.44125
10863,3.44125
10864,5.012499999999999
10865,5.012499999999999
10866,5.012499999999999
10867,5.012499999999999
10868,5.397499999999999
10869,5.397499999999999
10870,5.397499999999999
10871,5.397499999999999
10872,5.481249999999999
10873,5.481249999999999
10874,5.481249999999999
10875,5.481249999999999
10876,5.24625
10877,5.24625
10878,5.24625
10879,5.24625
10880,4.85625
10881,4.85625
10882,4.85625
10883,4.85625
10884,4.30375
10885,4.30375
10886,4.30375
10887,4.30375
10888,3.7487499999999994
10889,3.7487499999999994
10890,3.7487499999999994
10891,3.7487499999999994
10892,4.065
10893,4.065
10894,4.065
10895,4.065
10896,3.95
10897,3.95
10898,3.95
10899,3.95
10900,3.8975
10901,3.8975
10902,3.8975
10903,3.8975
10904,4.2525
10905,4.2525
10906,4.2525
10907,4.2525
10908,5.1225
10909,5.1225
10910,5.1225
10911,5.1225
10912,5.768750000000001
10913,5.768750000000001
10914,5.768750000000001
10915,5.768750000000001
10916,5.75375
10917,5.75375
10918,5.75375
10919,5.75375
10920,5.545
10921,5.545
10922,5.545
10923,5.545
10924,5.3025
10925,5.3025
10926,5.3025
10927,5.3025
10928,4.7625
10929,4.7625
10930,4.7625
10931,4.7625
10932,3.875
10933,3.875
10934,3.875
10935,3.875
10936,3.5150000000000006
10937,3.5150000000000006
10938,3.5150000000000006
10939,3.5150000000000006
10940,3.2625
10941,3.2625
10942,3.2625
10943,3.2625
10944,3.4025
10945,3.4025
10946,3.4025
10947,3.4025
10948,3.58125
10949,3.58125
10950,3.58125
10951,3.58125
10952,3.9124999999999996
10953,3.9124999999999996
10954,3.9124999999999996
10955,3.9124999999999996
10956,4.73625
10957,4.73625
10958,4.73625
10959,4.73625
10960,5.51625
10961,5.51625
10962,5.51625
10963,5.51625
10964,6.3525
10965,6.3525
10966,6.3525
10967,6.3525
10968,6.026249999999999
10969,6.026249999999999
10970,6.026249999999999
10971,6.026249999999999
10972,5.55125
10973,5.55125
10974,5.55125
10975,5.55125
10976,5.157499999999999
10977,5.157499999999999
10978,5.157499999999999
10979,5.157499999999999
10980,4.70625
10981,4.70625
10982,4.70625
10983,4.70625
10984,4.4025
10985,4.4025
10986,4.4025
10987,4.4025
10988,4.0
10989,4.0
10990,4.0
10991,4.0
10992,3.81375
10993,3.81375
10994,3.81375
10995,3.81375
10996,3.92
10997,3.92
10998,3.92
10999,3.92
11000,4.34625
11001,4.34625
11002,4.34625
11003,4.34625
11004,5.151250000000001
11005,5.151250000000001
11006,5.151250000000001
11007,5.151250000000001
11008,5.7775
11009,5.7775
11010,5.7775
11011,5.7775
11012,7.186250000000001
11013,7.186250000000001
11014,7.186250000000001
11015,7.186250000000001
11016,7.487500000000001
11017,7.487500000000001
11018,7.487500000000001
11019,7.487500000000001
11020,5.9725
11021,5.9725
11022,5.9725
11023,5.9725
11024,5.27625
11025,5.27625
11026,5.27625
11027,5.27625
11028,4.88
11029,4.88
11030,4.88
11031,4.88
11032,4.625
11033,4.625
11034,4.625
11035,4.625
11036,4.375
11037,4.375
11038,4.375
11039,4.375
11040,4.19125
11041,4.19125
11042,4.19125
11043,4.19125
11044,4.36
11045,4.36
11046,4.36
11047,4.36
11048,4.56
11049,4.56
11050,4.56
11051,4.56
11052,4.94
11053,4.94
11054,4.94
11055,4.94
11056,5.6850000000000005
11057,5.6850000000000005
11058,5.6850000000000005
11059,5.6850000000000005
11060,6.7
11061,6.7
11062,6.7
11063,6.7
11064,7.047499999999999
11065,7.047499999999999
11066,7.047499999999999
11067,7.047499999999999
11068,6.6175
11069,6.6175
11070,6.6175
11071,6.6175
11072,6.241250000000001
11073,6.241250000000001
11074,6.241250000000001
11075,6.241250000000001
11076,5.8675
11077,5.8675
11078,5.8675
11079,5.8675
11080,5.495
11081,5.495
11082,5.495
11083,5.495
11084,5.27
11085,5.27
11086,5.27
11087,5.27
11088,5.04375
11089,5.04375
11090,5.04375
11091,5.04375
11092,5.063750000000001
11093,5.063750000000001
11094,5.063750000000001
11095,5.063750000000001
11096,5.1825
11097,5.1825
11098,5.1825
11099,5.1825
11100,5.715
11101,5.715
11102,5.715
11103,5.715
11104,5.625
11105,5.625
11106,5.625
11107,5.625
11108,6.1325
11109,6.1325
11110,6.1325
11111,6.1325
11112,6.2075
11113,6.2075
11114,6.2075
11115,6.2075
11116,5.80125
11117,5.80125
11118,5.80125
11119,5.80125
11120,5.24625
11121,5.24625
11122,5.24625
11123,5.24625
11124,4.63125
11125,4.63125
11126,4.63125
11127,4.63125
11128,4.0025
11129,4.0025
11130,4.0025
11131,4.0025
11132,3.7625
11133,3.7625
11134,3.7625
11135,3.7625
11136,3.6312500000000005
11137,3.6312500000000005
11138,3.6312500000000005
11139,3.6312500000000005
11140,3.505
11141,3.505
11142,3.505
11143,3.505
11144,3.42875
11145,3.42875
11146,3.42875
11147,3.42875
11148,3.345
11149,3.345
11150,3.345
11151,3.345
11152,3.3775
11153,3.3775
11154,3.3775
11155,3.3775
11156,3.99875
11157,3.99875
11158,3.99875
11159,3.99875
11160,4.6525
11161,4.6525
11162,4.6525
11163,4.6525
11164,4.42625
11165,4.42625
11166,4.42625
11167,4.42625
11168,4.08625
11169,4.08625
11170,4.08625
11171,4.08625
11172,3.99875
11173,3.99875
11174,3.99875
11175,3.99875
11176,3.81
11177,3.81
11178,3.81
11179,3.81
11180,3.4875
11181,3.4875
11182,3.4875
11183,3.4875
11184,3.1187500000000004
11185,3.1187500000000004
11186,3.1187500000000004
11187,3.1187500000000004
11188,3.4775
11189,3.4775
11190,3.4775
11191,3.4775
11192,3.8724999999999996
11193,3.8724999999999996
11194,3.8724999999999996
11195,3.8724999999999996
11196,4.1375
11197,4.1375
11198,4.1375
11199,4.1375
11200,4.7525
11201,4.7525
11202,4.7525
11203,4.7525
11204,4.99
11205,4.99
11206,4.99
11207,4.99
11208,4.90625
11209,4.90625
11210,4.90625
11211,4.90625
11212,4.70375
11213,4.70375
11214,4.70375
11215,4.70375
11216,4.545
11217,4.545
11218,4.545
11219,4.545
11220,3.94625
11221,3.94625
11222,3.94625
11223,3.94625
11224,3.9049999999999994
11225,3.9049999999999994
11226,3.9049999999999994
11227,3.9049999999999994
11228,3.6312500000000005
11229,3.6312500000000005
11230,3.6312500000000005
11231,3.6312500000000005
11232,3.75
11233,3.75
11234,3.75
11235,3.75
11236,3.625
11237,3.625
11238,3.625
11239,3.625
11240,3.69125
11241,3.69125
11242,3.69125
11243,3.69125
11244,3.745
11245,3.745
11246,3.745
11247,3.745
11248,3.83875
11249,3.83875
11250,3.83875
11251,3.83875
11252,3.9575
11253,3.9575
11254,3.9575
11255,3.9575
11256,4.00625
11257,4.00625
11258,4.00625
11259,4.00625
11260,4.30125
11261,4.30125
11262,4.30125
11263,4.30125
11264,4.31
11265,4.31
11266,4.31
11267,4.31
11268,4.44125
11269,4.44125
11270,4.44125
11271,4.44125
11272,4.075
11273,4.075
11274,4.075
11275,4.075
11276,3.93
11277,3.93
11278,3.93
11279,3.93
11280,3.8
11281,3.8
11282,3.8
11283,3.8
11284,3.72125
11285,3.72125
11286,3.72125
11287,3.72125
11288,3.9675
11289,3.9675
11290,3.9675
11291,3.9675
11292,4.43875
11293,4.43875
11294,4.43875
11295,4.43875
11296,5.21
11297,5.21
11298,5.21
11299,5.21
11300,5.665
11301,5.665
11302,5.665
11303,5.665
11304,5.96875
11305,5.96875
11306,5.96875
11307,5.96875
11308,5.75875
11309,5.75875
11310,5.75875
11311,5.75875
11312,5.97
11313,5.97
11314,5.97
11315,5.97
11316,5.57
11317,5.57
11318,5.57
11319,5.57
11320,4.81625
11321,4.81625
11322,4.81625
11323,4.81625
11324,4.5275
11325,4.5275
11326,4.5275
11327,4.5275
11328,4.44625
11329,4.44625
11330,4.44625
11331,4.44625
11332,4.37625
11333,4.37625
11334,4.37625
11335,4.37625
11336,4.2725
11337,4.2725
11338,4.2725
11339,4.2725
11340,4.57125
11341,4.57125
11342,4.57125
11343,4.57125
11344,5.852500000000001
11345,5.852500000000001
11346,5.852500000000001
11347,5.852500000000001
11348,6.59625
11349,6.59625
11350,6.59625
11351,6.59625
11352,7.08875
11353,7.08875
11354,7.08875
11355,7.08875
11356,6.4125
11357,6.4125
11358,6.4125
11359,6.4125
11360,5.873749999999999
11361,5.873749999999999
11362,5.873749999999999
11363,5.873749999999999
11364,5.70125
11365,5.70125
11366,5.70125
11367,5.70125
11368,5.5075
11369,5.5075
11370,5.5075
11371,5.5075
11372,5.375
11373,5.375
11374,5.375
11375,5.375
11376,5.08375
11377,5.08375
11378,5.08375
11379,5.08375
11380,4.92625
11381,4.92625
11382,4.92625
11383,4.92625
11384,4.9875
11385,4.9875
11386,4.9875
11387,4.9875
11388,5.300000000000001
11389,5.300000000000001
11390,5.300000000000001
11391,5.300000000000001
11392,5.62125
11393,5.62125
11394,5.62125
11395,5.62125
11396,5.885
11397,5.885
11398,5.885
11399,5.885
11400,5.97625
11401,5.97625
11402,5.97625
11403,5.97625
11404,5.85125
11405,5.85125
11406,5.85125
11407,5.85125
11408,5.6075
11409,5.6075
11410,5.6075
11411,5.6075
11412,4.80375
11413,4.80375
11414,4.80375
11415,4.80375
11416,4.25
11417,4.25
11418,4.25
11419,4.25
11420,4.50875
11421,4.50875
11422,4.50875
11423,4.50875
11424,4.375
11425,4.375
11426,4.375
11427,4.375
11428,4.405
11429,4.405
11430,4.405
11431,4.405
11432,4.305
11433,4.305
11434,4.305
11435,4.305
11436,4.63
11437,4.63
11438,4.63
11439,4.63
11440,5.702499999999999
11441,5.702499999999999
11442,5.702499999999999
11443,5.702499999999999
11444,6.5175
11445,6.5175
11446,6.5175
11447,6.5175
11448,7.5
11449,7.5
11450,7.5
11451,7.5
11452,6.43375
11453,6.43375
11454,6.43375
11455,6.43375
11456,5.928750000000001
11457,5.928750000000001
11458,5.928750000000001
11459,5.928750000000001
11460,5.60625
11461,5.60625
11462,5.60625
11463,5.60625
11464,5.10625
11465,5.10625
11466,5.10625
11467,5.10625
11468,4.56125
11469,4.56125
11470,4.56125
11471,4.56125
11472,4.3725
11473,4.3725
11474,4.3725
11475,4.3725
11476,4.3675
11477,4.3675
11478,4.3675
11479,4.3675
11480,4.4175
11481,4.4175
11482,4.4175
11483,4.4175
11484,5.1625
11485,5.1625
11486,5.1625
11487,5.1625
11488,5.88625
11489,5.88625
11490,5.88625
11491,5.88625
11492,6.799999999999999
11493,6.799999999999999
11494,6.799999999999999
11495,6.799999999999999
11496,6.470000000000001
11497,6.470000000000001
11498,6.470000000000001
11499,6.470000000000001
11500,6.088750000000001
11501,6.088750000000001
11502,6.088750000000001
11503,6.088750000000001
11504,5.785
11505,5.785
11506,5.785
11507,5.785
11508,5.42625
11509,5.42625
11510,5.42625
11511,5.42625
11512,4.75
11513,4.75
11514,4.75
11515,4.75
11516,4.4
11517,4.4
11518,4.4
11519,4.4
11520,4.08
11521,4.08
11522,4.08
11523,4.08
11524,3.895
11525,3.895
11526,3.895
11527,3.895
11528,3.695
11529,3.695
11530,3.695
11531,3.695
11532,3.715
11533,3.715
11534,3.715
11535,3.715
11536,3.4387500000000006
11537,3.4387500000000006
11538,3.4387500000000006
11539,3.4387500000000006
11540,3.45
11541,3.45
11542,3.45
11543,3.45
11544,3.8625
11545,3.8625
11546,3.8625
11547,3.8625
11548,3.675
11549,3.675
11550,3.675
11551,3.675
11552,3.61
11553,3.61
11554,3.61
11555,3.61
11556,3.58125
11557,3.58125
11558,3.58125
11559,3.58125
11560,2.64
11561,2.64
11562,2.64
11563,2.64
11564,0.6125
11565,0.6125
11566,0.6125
11567,0.6125
11568,-0.3075
11569,-0.3075
11570,-0.3075
11571,-0.3075
11572,-0.3525
11573,-0.3525
11574,-0.3525
11575,-0.3525
11576,0.2475
11577,0.2475
11578,0.2475
11579,0.2475
11580,2.45125
11581,2.45125
11582,2.45125
11583,2.45125
11584,3.70625
11585,3.70625
11586,3.70625
11587,3.70625
11588,4.31375
11589,4.31375
11590,4.31375
11591,4.31375
11592,4.65625
11593,4.65625
11594,4.65625
11595,4.65625
